question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_bio_ch6_001,1,6.2 Hormones in Male Sexual Development,Topic,topic_separator,,,,,,1
q_10_bio_ch6_lq_001,1,6.2 Hormones in Male Sexual Development,Long,describe,"Describe the role of testosterone, follicle-stimulating hormone, luteinizing hormone, and gonadotropin-releasing hormone in male sexual development.",مردانہ جنسی نشوونما میں testosterone، follicle-stimulating hormone، luteinizing hormone اور gonadotropin-releasing hormone کے کردار بیان کریں۔,Medium,5,PRO,1
sep_10_bio_ch6_002,1,6.2 Hormones in Female Sexual Development,Topic,topic_separator,,,,,,1
q_10_bio_ch6_lq_002,1,6.2 Hormones in Female Sexual Development,Long,describe,"Describe the role of oestrogen, progesterone, follicle-stimulating hormone, luteinizing hormone, and gonadotropin-releasing hormone in female sexual development.",زنانہ جنسی نشوونما میں oestrogen، progesterone، follicle-stimulating hormone، luteinizing hormone اور gonadotropin-releasing hormone کے کردار بیان کریں۔,Medium,5,PRO,1
sep_10_bio_ch6_003,1,6.1 Formation of Male Gametes — Spermatogenesis,Topic,topic_separator,,,,,,1
q_10_bio_ch6_lq_003,1,6.1 Formation of Male Gametes — Spermatogenesis,Long,process_procedure,"Describe the process of spermatogenesis. Include its site, hormonal control, the stages from primary spermatocyte to mature sperms, and the chromosome condition of the cells formed at each stage.",spermatogenesis کا عمل بیان کریں۔ اس کا مقام، ہارمونی کنٹرول، primary spermatocyte سے بالغ sperms تک کے مراحل اور ہر مرحلے پر بننے والے خلیات کی chromosome condition شامل کریں۔,Hard,5,PRO,1
sep_10_bio_ch6_004,1,6.3 Male Reproductive System,Topic,topic_separator,,,,,,1
q_10_bio_ch6_lq_004,1,6.3 Male Reproductive System,Long,diagram_based,"Describe the functions of the major parts of the male reproductive system and support your answer with a labelled diagram showing the testes, epididymis, vas deferens, seminal vesicles, prostate gland, urethra, and penis.",مردانہ تولیدی نظام کے اہم حصوں کے افعال بیان کریں اور اپنے جواب کی تائید ایک لیبل شدہ خاکے سے کریں جس میں testes، epididymis، vas deferens، seminal vesicles، prostate gland، urethra اور penis دکھائے گئے ہوں۔,Medium,5,PRO,1
sep_10_bio_ch6_005,1,6.3 Female Reproductive System,Topic,topic_separator,,,,,,1
q_10_bio_ch6_lq_005,1,6.3 Female Reproductive System,Long,diagram_based,"Describe the functions of the major parts of the female reproductive system and support your answer with a labelled diagram showing the ovaries, Fallopian tubes, uterus, cervix, and vagina.",زنانہ تولیدی نظام کے اہم حصوں کے افعال بیان کریں اور اپنے جواب کی تائید ایک لیبل شدہ خاکے سے کریں جس میں ovaries، Fallopian tubes، uterus، cervix اور vagina دکھائے گئے ہوں۔,Medium,5,PRO,1
sep_10_bio_ch6_006,1,6.4 Acquired Immunodeficiency Syndrome (AIDS),Topic,topic_separator,,,,,,1
q_10_bio_ch6_lq_006,1,6.4 Acquired Immunodeficiency Syndrome (AIDS),Long,discuss,"Explain AIDS as an example of a sexually transmitted disease. Discuss its causative agent, effect on the immune system, major routes of transmission, signs and symptoms, and treatment.",AIDS کو جنسی طور پر منتقل ہونے والی بیماری کی مثال کے طور پر بیان کریں۔ اس کے causative agent، immune system پر اثر، منتقلی کے اہم راستوں، علامات اور علاج پر بحث کریں۔,Hard,5,PRO,1
sep_10_bio_ch6_007,1,6.1 Gametogenesis and Chromosome Reduction,Topic,topic_separator,,,,,,1
q_10_bio_ch6_lq_007,1,6.1 Gametogenesis and Chromosome Reduction,Long,state_and_explain,Define gametogenesis and explain why meiosis reduces the chromosome number from diploid in body cells to haploid in gametes.,gametogenesis کی تعریف کریں اور وضاحت کریں کہ meiosis جسمانی خلیات کی diploid chromosome number کو gametes میں haploid کیوں کر دیتا ہے۔,Easy,5,ULTRA,1
sep_10_bio_ch6_008,1,6.1 Formation of Female Gametes — Oogenesis,Topic,topic_separator,,,,,,1
q_10_bio_ch6_lq_008,1,6.1 Formation of Female Gametes — Oogenesis,Long,process_procedure,"Describe the process of oogenesis. Include its site, the role of follicle-stimulating hormone, the divisions of the primary and secondary oocytes, the formation of polar bodies, and the chromosome condition of the resulting cells.",oogenesis کا عمل بیان کریں۔ اس کا مقام، follicle-stimulating hormone کا کردار، primary اور secondary oocytes کی تقسیم، polar bodies کی تشکیل اور بننے والے خلیات کی chromosome condition شامل کریں۔,Medium,5,ULTRA,1
sep_10_bio_ch6_009,1,6.1 Fertilization,Topic,topic_separator,,,,,,1
