question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,4.1 Human Urinary System,topic_separator,,,,,,1
q_10_bio_ch4_sq_001,1,4.1 Human Urinary System,list_state,Enlist the main parts of the human urinary system and state the function of each part.,انسانی نظامِ بول کے بنیادی اعضا لکھیں اور ہر عضو کا فعل بیان کریں۔,Easy,2,PRO,1
q_10_bio_ch4_sq_002,1,4.1 Human Urinary System,definition_function,Define the urinary system and state the main substances removed from blood through this system.,نظامِ بول کی تعریف کریں اور اس نظام کے ذریعے خون سے خارج ہونے والے بنیادی مادّے بیان کریں۔,Easy,2,ULTRA,1
q_10_bio_ch4_sq_003,1,4.1 Human Urinary System,function_purpose,"State the roles of the ureters, urinary bladder, and urethra in the transport and removal of urine.",پیشاب کی ترسیل اور اخراج میں یوریٹرز، مثانے اور یوریتھرا کے کردار بیان کریں۔,Medium,2,PRO,1
q_10_bio_ch4_sq_004,1,4.1 Human Urinary System,sequence,Trace the route of urine from its formation in the kidneys to its removal from the body.,پیشاب بننے کے مقام یعنی گردوں سے جسم سے اخراج تک اس کا راستہ بیان کریں۔,Medium,2,ULTRA,1
q_10_bio_ch4_sq_005,1,4.1 Human Urinary System,compare_contrast,Compare the functions of the kidneys and urinary bladder in the human urinary system.,انسانی نظامِ بول میں گردوں اور مثانے کے افعال کا تقابل کریں۔,Hard,2,PRO,1
TOPIC_SEP,1,4.1 Kidneys,topic_separator,,,,,,1
q_10_bio_ch4_sq_006,1,4.1 Kidneys,features_characteristics,"Describe the shape, position, and approximate size of the human kidneys.",انسانی گردوں کی شکل، مقام اور اندازاً جسامت بیان کریں۔,Easy,2,ULTRA,1
q_10_bio_ch4_sq_007,1,4.1 Kidneys,function_purpose,State the main functions of the kidneys in removing waste materials and maintaining water and salt balance.,فاضل مادّوں کے اخراج اور پانی و نمکیات کے توازن کو برقرار رکھنے میں گردوں کے بنیادی افعال بیان کریں۔,Easy,2,PRO,1
q_10_bio_ch4_sq_008,1,4.1 Kidneys,explain_reason,Explain why the left kidney is positioned slightly higher than the right kidney.,وضاحت کریں کہ بایاں گردہ دائیں گردے سے قدرے اوپر کیوں واقع ہوتا ہے۔,Medium,2,ELITE,1
q_10_bio_ch4_sq_009,1,4.1 Kidneys,compare_contrast,Compare the renal artery and renal vein in terms of the type of blood they carry.,رینل شریان اور رینل ورید کا ان میں موجود خون کی نوعیت کے لحاظ سے تقابل کریں۔,Medium,2,PRO,1
q_10_bio_ch4_sq_010,1,4.1 Kidneys,sequence,Trace the movement of blood through a kidney from the renal artery to the renal vein.,گردے میں خون کا راستہ رینل شریان سے رینل ورید تک بیان کریں۔,Hard,2,ULTRA,1
TOPIC_SEP,1,4.1 Structure of Kidney,topic_separator,,,,,,1
q_10_bio_ch4_sq_011,1,4.1 Structure of Kidney,definition_function,Define the renal capsule and state its protective function around the kidney.,رینل کیپسول کی تعریف کریں اور گردے کے گرد اس کا حفاظتی فعل بیان کریں۔,Easy,2,ULTRA,1
q_10_bio_ch4_sq_012,1,4.1 Structure of Kidney,features_characteristics,Name the outer and inner regions of the kidney and state the position of each.,گردے کے بیرونی اور اندرونی حصوں کے نام لکھیں اور ہر ایک کا مقام بیان کریں۔,Easy,2,PRO,1
q_10_bio_ch4_sq_013,1,4.1 Structure of Kidney,definition_function,Define the hilus and state which major structures enter or leave the kidney through it.,ہائلس کی تعریف کریں اور ان اہم ساختوں کے نام لکھیں جو اس کے ذریعے گردے میں داخل یا خارج ہوتی ہیں۔,Medium,2,ELITE,1
q_10_bio_ch4_sq_014,1,4.1 Structure of Kidney,sequence,"Describe the arrangement of the renal cortex, renal medulla, renal pyramids, and renal pelvis.",رینل کارٹیکس، رینل میڈولا، رینل پیرامڈز اور رینل پیلوس کی ترتیب بیان کریں۔,Medium,2,PRO,1
q_10_bio_ch4_sq_015,1,4.1 Structure of Kidney,diagram_based,"Explain the structural relationship among the renal pyramids, renal pelvis, and ureter.",رینل پیرامڈز، رینل پیلوس اور یوریٹر کے ساختی تعلق کی وضاحت کریں۔,Hard,2,PRO,1
TOPIC_SEP,1,4.1 Nephron,topic_separator,,,,,,1
q_10_bio_ch4_sq_016,1,4.1 Nephron,definition_function,Define a nephron and state its role as the functional unit of the kidney.,نیفرون کی تعریف کریں اور گردے کی فعلی اکائی کے طور پر اس کا کردار بیان کریں۔,Easy,2,PRO,1
q_10_bio_ch4_sq_017,1,4.1 Nephron,classification,Name the two main parts of a nephron and list the structures included in each part.,نیفرون کے دو بنیادی حصوں کے نام لکھیں اور ہر حصے میں شامل ساختیں بیان کریں۔,Easy,2,PRO,1
q_10_bio_ch4_sq_018,1,4.1 Nephron,features_characteristics,Describe the structure of the renal corpuscle by mentioning the glomerulus and Bowman's capsule.,گلومیرولس اور باؤمین کیپسول کا ذکر کرتے ہوئے رینل کارپسکل کی ساخت بیان کریں۔,Medium,2,ULTRA,1
q_10_bio_ch4_sq_019,1,4.1 Nephron,sequence,"Write the correct sequence of the proximal convoluted tubule, Loop of Henle, distal convoluted tubule, and collecting duct.",پروگزیمل کنوولیوشنڈ ٹیوبیول، لوپ آف ہینلے، ڈسٹل کنوولیوشنڈ ٹیوبیول اور کلیکٹنگ ڈکٹ کی درست ترتیب لکھیں۔,Medium,2,PRO,1
q_10_bio_ch4_sq_020,1,4.1 Nephron,diagram_based,Explain how the blood capillaries are arranged around the renal corpuscle and renal tubule of a nephron.,وضاحت کریں کہ نیفرون کے رینل کارپسکل اور رینل ٹیوبیول کے گرد خون کی کیپلریز کس طرح ترتیب پاتی ہیں۔,Hard,2,ELITE,1
TOPIC_SEP,1,4.2 Pressure Filtration,topic_separator,,,,,,1
q_10_bio_ch4_sq_021,1,4.2 Pressure Filtration,definition_function,Define pressure filtration and identify the nephron structure where it occurs.,پریشر فلٹریشن کی تعریف کریں اور نیفرون کی اس ساخت کی نشاندہی کریں جہاں یہ عمل ہوتا ہے۔,Easy,2,PRO,1
q_10_bio_ch4_sq_022,1,4.2 Pressure Filtration,list_state,List the substances that pass from the glomerulus into Bowman's capsule during pressure filtration.,پریشر فلٹریشن کے دوران گلومیرولس سے باؤمین کیپسول میں داخل ہونے والے مادّے لکھیں۔,Easy,2,PRO,1
q_10_bio_ch4_sq_023,1,4.2 Pressure Filtration,explain_reason,Explain why high blood pressure in the glomerulus is necessary for filtration.,وضاحت کریں کہ فلٹریشن کے لیے گلومیرولس میں خون کا بلند دباؤ کیوں ضروری ہے۔,Medium,2,ULTRA,1
q_10_bio_ch4_sq_024,1,4.2 Pressure Filtration,explain_reason,Explain why blood cells and plasma proteins normally do not enter Bowman's capsule.,وضاحت کریں کہ خون کے خلیات اور پلازما پروٹینز عام طور پر باؤمین کیپسول میں کیوں داخل نہیں ہوتے۔,Medium,2,PRO,1
q_10_bio_ch4_sq_025,1,4.2 Pressure Filtration,concept_explanation,Explain the formation of glomerular filtrate and state the approximate fraction of plasma filtered into Bowman's capsule.,گلومیرولر فلٹریٹ کی تشکیل کی وضاحت کریں اور باؤمین کیپسول میں فلٹر ہونے والے پلازما کا اندازاً حصہ بیان کریں۔,Hard,2,ELITE,1
TOPIC_SEP,1,4.2 Reabsorption,topic_separator,,,,,,1
q_10_bio_ch4_sq_026,1,4.2 Reabsorption,definition_function,Define reabsorption and state its importance in preventing the loss of useful substances.,دوبارہ جذب کی تعریف کریں اور مفید مادّوں کے ضیاع کو روکنے میں اس کی اہمیت بیان کریں۔,Easy,2,PRO,1
q_10_bio_ch4_sq_027,1,4.2 Reabsorption,list_state,State the substances mainly reabsorbed from the proximal convoluted tubule.,پروگزیمل کنوولیوشنڈ ٹیوبیول سے بنیادی طور پر دوبارہ جذب ہونے والے مادّے بیان کریں۔,Easy,2,PRO,1
q_10_bio_ch4_sq_028,1,4.2 Reabsorption,compare_contrast,Compare reabsorption from the descending and ascending limbs of the Loop of Henle.,لوپ آف ہینلے کے اترتے اور چڑھتے حصوں سے دوبارہ جذب کا تقابل کریں۔,Medium,2,ULTRA,1
q_10_bio_ch4_sq_029,1,4.2 Reabsorption,function_purpose,State the role of the distal convoluted tubule and collecting duct in water reabsorption.,پانی کے دوبارہ جذب میں ڈسٹل کنوولیوشنڈ ٹیوبیول اور کلیکٹنگ ڈکٹ کا کردار بیان کریں۔,Medium,2,PRO,1
q_10_bio_ch4_sq_030,1,4.2 Reabsorption,application_scenario,Explain how failure to reabsorb glucose and amino acids would affect the composition of urine.,وضاحت کریں کہ گلوکوز اور امینو ایسڈز کے دوبارہ جذب میں ناکامی پیشاب کی ترکیب کو کیسے متاثر کرے گی۔,Hard,2,ELITE,1
TOPIC_SEP,1,4.2 Tubular Secretion and Urine Formation,topic_separator,,,,,,1
q_10_bio_ch4_sq_031,1,4.2 Tubular Secretion and Urine Formation,definition_function,Define tubular secretion and state the direction in which substances are transported during this process.,ٹیوبیولر سیکریشن کی تعریف کریں اور اس عمل کے دوران مادّوں کی ترسیل کی سمت بیان کریں۔,Easy,2,PRO,1
q_10_bio_ch4_sq_032,1,4.2 Tubular Secretion and Urine Formation,list_state,Name the three processes involved in urine formation.,پیشاب کی تشکیل میں شامل تین عملوں کے نام لکھیں۔,Easy,2,PRO,1
q_10_bio_ch4_sq_033,1,4.2 Tubular Secretion and Urine Formation,difference,Differentiate between reabsorption and tubular secretion in terms of direction and purpose.,دوبارہ جذب اور ٹیوبیولر سیکریشن میں سمت اور مقصد کے لحاظ سے فرق بیان کریں۔,Medium,2,PRO,1
q_10_bio_ch4_sq_034,1,4.2 Tubular Secretion and Urine Formation,sequence,Trace the pathway of the fluid after urine formation from the collecting duct to the urinary bladder.,پیشاب بننے کے بعد سیال کا راستہ کلیکٹنگ ڈکٹ سے مثانے تک بیان کریں۔,Medium,2,ULTRA,1
