question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,6.1 Formation of Gametes and Fertilization,Topic,,,,,,,,,,,1
q_10_bio_ch6_001,1,6.1 Formation of Gametes and Fertilization,Remember,What does sexual reproduction involve?,جنسی تولید میں کیا شامل ہوتا ہے؟,Fusion of male and female gametes / نر اور مادہ گیمیٹس کا ملاپ,Formation of new individuals without gametes / گیمیٹس کے بغیر نئے افراد کی تشکیل,Only the growth of body cells / صرف جسمانی خلیات کی بڑھوتری,Only the production of hormones / صرف ہارمونز کی پیداوار,A | Fusion of male and female gametes / نر اور مادہ گیمیٹس کا ملاپ,Easy,1,PRO,1
TOPIC_SEP,1,6.1 Gametogenesis,Topic,,,,,,,,,,,1
q_10_bio_ch6_002,1,6.1 Gametogenesis,Remember,What is the process of formation of gametes called?,گیمیٹس بننے کے عمل کو کیا کہا جاتا ہے؟,Fertilization / فرٹیلائزیشن,Gametogenesis / گیمیٹوجینیسیس,Ovulation / اوویولیشن,Implantation / امپلانٹیشن,B | Gametogenesis / گیمیٹوجینیسیس,Easy,1,PRO,1
q_10_bio_ch6_003,1,6.1 Gametogenesis,Remember,Which type of cell division occurs during gametogenesis?,گیمیٹوجینیسیس کے دوران کس قسم کی خلیاتی تقسیم ہوتی ہے؟,Meiosis / میوسس,Mitosis / مائٹوسس,Binary fission / بائنری فشن,Budding / بڈنگ,A | Meiosis / میوسس,Easy,1,PRO,1
q_10_bio_ch6_004,1,6.1 Gametogenesis,Remember,Why does meiosis reduce the chromosome number in gametes?,میوسس گیمیٹس میں کروموسومز کی تعداد کیوں کم کرتا ہے؟,To produce diploid gametes with 2n chromosomes / دو سیٹ یعنی 2n کروموسومز والے ڈپلائڈ گیمیٹس بنانے کے لیے,To remove all chromosomes from gametes / گیمیٹس سے تمام کروموسومز ختم کرنے کے لیے,To double the chromosome number in gametes / گیمیٹس میں کروموسومز کی تعداد دوگنی کرنے کے لیے,To produce haploid gametes with 1n chromosomes / ایک سیٹ یعنی 1n کروموسومز والے ہیپلائڈ گیمیٹس بنانے کے لیے,D | To produce haploid gametes with 1n chromosomes / ایک سیٹ یعنی 1n کروموسومز والے ہیپلائڈ گیمیٹس بنانے کے لیے,Easy,1,ULTRA,1
q_10_bio_ch6_005,1,6.1 Gametogenesis,Remember,Which comparison of chromosome number is correct?,کروموسومز کی تعداد کا کون سا تقابل درست ہے؟,"Gametes are haploid (1n), while other body cells are diploid (2n) / گیمیٹس ہیپلائڈ (1n) جبکہ دوسرے جسمانی خلیات ڈپلائڈ (2n) ہوتے ہیں","Gametes are diploid (2n), while other body cells are haploid (1n) / گیمیٹس ڈپلائڈ (2n) جبکہ دوسرے جسمانی خلیات ہیپلائڈ (1n) ہوتے ہیں",Both gametes and body cells are always haploid (1n) / گیمیٹس اور جسمانی خلیات دونوں ہمیشہ ہیپلائڈ (1n) ہوتے ہیں,Both gametes and body cells have no chromosomes / گیمیٹس اور جسمانی خلیات دونوں میں کروموسومز نہیں ہوتے,"A | Gametes are haploid (1n), while other body cells are diploid (2n) / گیمیٹس ہیپلائڈ (1n) جبکہ دوسرے جسمانی خلیات ڈپلائڈ (2n) ہوتے ہیں",Easy,1,ULTRA,1
TOPIC_SEP,1,6.1 Spermatogenesis,Topic,,,,,,,,,,,1
q_10_bio_ch6_006,1,6.1 Spermatogenesis,Remember,What is the formation of male gametes called?,نر گیمیٹس بننے کے عمل کو کیا کہا جاتا ہے؟,Spermatogenesis / سپرمٹو جینیسیس,Oogenesis / اووجینیسیس,Ovulation / اوویولیشن,Fertilization / فرٹیلائزیشن,A | Spermatogenesis / سپرمٹو جینیسیس,Easy,1,PRO,1
q_10_bio_ch6_007,1,6.1 Spermatogenesis,Remember,Where does spermatogenesis occur?,سپرمٹو جینیسیس کہاں ہوتا ہے؟,Follicles of the ovaries / بیضہ دانیوں کے فولیکلز میں,Fallopian tubes / فلوپین نالیوں میں,Uterus / رحم میں,Seminiferous tubules of the testes / خصیوں کی سیمینی فیرس نالیوں میں,D | Seminiferous tubules of the testes / خصیوں کی سیمینی فیرس نالیوں میں,Easy,1,PRO,1
